JK,Code,Name,Industry,Market cap.,Amplitude,P/E,Turnover Ratio
,02255,HAICHANG HLDG,Leisure and Recreational Facilities,5760000000,0.02857,-26.296,0.00115
,01803,BJ SPORTS & ENT,Leisure and Recreational Facilities,119682000,0.08139,-2.429,0.00018
,01661,WISDOM SPORTS,Leisure and Recreational Facilities,291150000,0.04402,-3,0.00003
,01566,CA CULTURAL,Leisure and Recreational Facilities,62648000,0.11538,-0.061,0.00055
,03999,DACHAN FOOD,Livestock Feed,630037000,0,12.157,0
,01936,RITAMIX,Livestock Feed,306800000,0,15.854,0
,09960,KINDSTAR GLOBAL,Medical and Medical Aesthetic Services,1478000000,0.05769,32.128,0.00084
,09906,HONLIV HEALTH,Medical and Medical Aesthetic Services,1272000000,0.02739,30.286,0.00001
,09860,ADICON HOLDINGS,Medical and Medical Aesthetic Services,6959000000,0.05059,26.882,0.00181
,09686,NEUSOFT XIKANG,Medical and Medical Aesthetic Services,841877000,0.14141,-4.926,0.00017
,08603,FAMEGLOW,Medical and Medical Aesthetic Services,276000000,0,17.25,0
,08357,REPUBLIC HC,Medical and Medical Aesthetic Services,56784000,0,-11.375,0
,08307,MEDICSKIN,Medical and Medical Aesthetic Services,78950000,0,-24.875,0
,08161,MEDINET GROUP,Medical and Medical Aesthetic Services,16016000,0,-0.644,0
,08143,GF HEALTHCARE,Medical and Medical Aesthetic Services,101457000,0,-18,0.00001
,08037,CH BIOTECH SER,Medical and Medical Aesthetic Services,380476000,0,-3.99,0
,06699,ANGELALIGN,Medical and Medical Aesthetic Services,9857000000,0.04833,166.905,0.00333
,06639,ARRAIL GROUP,Medical and Medical Aesthetic Services,3139000000,0.03935,-12.494,0.00253
,06078,HYGEIA HEALTH,Medical and Medical Aesthetic Services,18377000000,0.03505,24.392,0.00479
,03886,TOWN HEALTH,Medical and Medical Aesthetic Services,1863000000,0.125,-9.483,0.00024
,03869,HOSPITAL CORP,Medical and Medical Aesthetic Services,884442000,0,6.101,0
,03689,KANGHUA HEALTH,Medical and Medical Aesthetic Services,869424000,0.00763,6.5,0.00009
,03309,C-MER EYE,Medical and Medical Aesthetic Services,3578000000,0.02097,58.163,0.00049
,02700,GREEN INTL HLDG,Medical and Medical Aesthetic Services,164974000,0,-15.625,0
,02522,RIMAG GROUP,Medical and Medical Aesthetic Services,6414000000,0.09887,130.435,0.00156
,02453,CONCORD HC GP,Medical and Medical Aesthetic Services,30373000000,0.09523,-73.739,0.00071
,02415,MEDSCI,Medical and Medical Aesthetic Services,1342000000,0.06578,22.1,0.00285
,02389,BJ HEALTH,Medical and Medical Aesthetic Services,454408000,0,-7.5,0.00005
,02373,BEAUTYFARM MED,Medical and Medical Aesthetic Services,3716000000,0.02664,15.619,0.00021
,02293,BAMBOOSHEALTH,Medical and Medical Aesthetic Services,241476000,0,5.128,0
,02279,YONGHE MEDICAL,Medical and Medical Aesthetic Services,525519000,0.02,-0.872,0.00011
,02273,GUSHENGTANG,Medical and Medical Aesthetic Services,9618000000,0.03312,34.551,0.00267
,02219,CHAOJU EYE CARE,Medical and Medical Aesthetic Services,2094000000,0.03896,8.291,0.00145
,02192,MEDLIVE,Medical and Medical Aesthetic Services,5605000000,0.0529,20.951,0.00056
,02159,MEDIWELCOME,Medical and Medical Aesthetic Services,88000000,0,-0.848,0.00016
,02158,YIDU TECH,Medical and Medical Aesthetic Services,4420000000,0.05797,-6.163,0.00771
,02138,EC HEALTHCARE,Medical and Medical Aesthetic Services,1493000000,0.05223,21.356,0.00156
,02135,RAILY AESMED,Medical and Medical Aesthetic Services,74091000,0,-2.078,0.00007
,02120,KN HOSPITAL,Medical and Medical Aesthetic Services,857903000,0.00686,9.048,0.00032
,01947,MEIHAO GROUP,Medical and Medical Aesthetic Services,234000000,0,-15.6,0
,01846,EUROEYES,Medical and Medical Aesthetic Services,1665000000,0.002,12.69,0.00047
,01833,PA GOODDOCTOR,Medical and Medical Aesthetic Services,12956000000,0.03372,-36.415,0.00379
,01830,PERFECT MEDICAL,Medical and Medical Aesthetic Services,3040000000,0.01239,9.641,0.0003
,01827,MIRICOR,Medical and Medical Aesthetic Services,480000000,0,-23.529,0
,01526,RICI HEALTH,Medical and Medical Aesthetic Services,1956000000,0,4.881,0
,01518,NC HEALTHCARE,Medical and Medical Aesthetic Services,416521000,0.01086,4.474,0.00001
,01515,CR MEDICAL,Medical and Medical Aesthetic Services,4746000000,0.02139,16.712,0.00264
,01419,HUMAN HEALTH,Medical and Medical Aesthetic Services,409916000,0,2.269,0
,01406,CLARITY MEDICAL,Medical and Medical Aesthetic Services,280326000,0.0707,-88.333,0.00023
,01161,WATER OASIS GP,Medical and Medical Aesthetic Services,660136000,0.0204,5.988,0.00017
,00919,MODERNHEALTHTEC,Medical and Medical Aesthetic Services,67836000,0,-3.261,0
,00727,CROWNICORP,Medical and Medical Aesthetic Services,688916000,0.15957,-0.644,0.0051
,00722,UMP,Medical and Medical Aesthetic Services,421697000,0.06122,6.933,0.00037
,00557,TIANYUAN HEALTH,Medical and Medical Aesthetic Services,275296000,0,-17.692,0
,00419,HUAYI TENCENT,Medical and Medical Aesthetic Services,1128000000,0.05882,-11.857,0.00047
,00401,WANJIA GROUP,Medical and Medical Aesthetic Services,39776000,0,23.667,0
,00383,TIANAN MEDICARE,Medical and Medical Aesthetic Services,749344000,0,69,0
,00286,AIDIGONG,Medical and Medical Aesthetic Services,283840000,0.24489,-1.6,0.00816
,09997,KANGJI MEDICAL,Medical equipment and supplies,6997000000,0.0362,12.576,0.00055
,09996,PEIJIA-B,Medical equipment and supplies,2058000000,0.07665,-4.749,0.03362
,09955,CLOUDR,Medical equipment and supplies,1286000000,0.06956,-3.608,0.00756
,09877,JENSCARE-B,Medical equipment and supplies,1673000000,0.0425,-4.079,0.00483
,08513,MAXWIN INT HLDG,Medical equipment and supplies,115948000,0.05172,-2.881,0.00148
,08437,RMH HOLDINGS,Medical equipment and supplies,33300000,0.22222,-0.833,0.0357
,08372,GBG HOLDINGS,Medical equipment and supplies,84000000,0,11.667,0
,08223,ZYY,Medical equipment and supplies,623500000,0.19841,39.189,0.00072
,08158,CRMI,Medical equipment and supplies,50202000,0,-0.466,0
,06929,ORBUSNEICH,Medical equipment and supplies,3635000000,0.06105,10.329,0.00011
,06922,CRYOFOCUS-B,Medical equipment and supplies,1832000000,0.00129,-17.022,0.00013
,06826,HAOHAI BIOTEC,Medical equipment and supplies,7124000000,0.0261,15.513,0.00752
,06669,ACOTEC-B,Medical equipment and supplies,2119000000,0.0566,132.549,0.001
,06609,HEARTCARE-B,Medical equipment and supplies,659408000,0.24103,-6.357,0
,03600,MODERN DENTAL,Medical equipment and supplies,4138000000,0.02068,10.234,0.00077
,02427,GUANZE MEDICAL,Medical equipment and supplies,693500000,0.05128,22.813,0.00009
,02407,GAUSH MEDITECH,Medical equipment and supplies,2042000000,0.0389,10.665,0.00036
,02393,YESTAR HEALTH,Medical equipment and supplies,102590000,0.09523,-6.286,0.00011
,02297,RAINMED-B,Medical equipment and supplies,252245000,0,-1.982,0
,02291,SCIENTECH,Medical equipment and supplies,6310000000,0.05971,37.759,0.00032
,02252,MEDBOT-B,Medical equipment and supplies,10219000000,0.08732,-9.15,0.00202
,02251,AIRDOC-B,Medical equipment and supplies,1549000000,0.00677,-10.595,0.00247
,02235,MICROTECH MED-B,Medical equipment and supplies,1620000000,0.01298,-11.738,0.00026
,02216,BRONCUS-B,Medical equipment and supplies,300503000,0.01754,-1.37,0.00017
,02190,ZYLOXTB-B,Medical equipment and supplies,3410000000,0.02729,-39.31,0.01621
,02185,BIOHEART-B,Medical equipment and supplies,465920000,0.01047,-2.399,0.00006
,02172,MICROPORT NEURO,Medical equipment and supplies,4108000000,0.07203,25.543,0.00268
,02160,CARDIOFLOW-B,Medical equipment and supplies,2027000000,0.08045,-3.889,0.00293
,01931,IVD MEDICAL,Medical equipment and supplies,1178000000,0.04545,4.485,0.00024
,01858,CHUNLI MEDICAL,Medical equipment and supplies,3579000000,0.03257,11.677,0.00372
,01789,AK MEDICAL,Medical equipment and supplies,5015000000,0.06236,24.972,0.00215
,01726,HKE HOLDINGS,Medical equipment and supplies,2098000000,0,-25,0.00001
,01696,SISRAM MED,Medical equipment and supplies,1719000000,0.02981,6.977,0.00083
,01612,VINCENT MED,Medical equipment and supplies,280935000,0.02325,4.886,0.0001
,01501,INT MEDICAL,Medical equipment and supplies,4752000000,0.01651,27.523,0.00016
,01358,PW MEDTECH,Medical equipment and supplies,1628000000,0.00961,9.63,0.00041
,01302,LIFETECH SCI,Medical equipment and supplies,6946000000,0.03973,23.81,0.00184
,01298,YUNNAN ENERGY,Medical equipment and supplies,275437000,0,-55.556,0
,01066,WEIGAO GROUP,Medical equipment and supplies,17825000000,0.04691,8.075,0.00567
,00876,KAISA HEALTH,Medical equipment and supplies,121011000,0.04347,24,0.00002
,00853,MICROPORT,Medical equipment and supplies,10972000000,0.0295,-2.939,0.00474
,00673,CHINA HEALTH,Medical equipment and supplies,455045000,0.04166,-10.795,0.00563
,00630,AMCO UNITED,Medical equipment and supplies,84177000,0,-29,0
,09663,SINOSYNERGY,New Energy Materials,7522000000,0.23035,-16.845,0.00648
,08328,XY ELEC STORAGE,New Energy Materials,1178000000,0.01315,14.151,0.00008
,08326,TK NEW ENERGY,New Energy Materials,130880000,0,4.706,0
,08246,ZHONGHUA GAS,New Energy Materials,700385000,0.03664,-95.5,0.00006
,06865,FLAT GLASS,New Energy Materials,30003000000,0.06505,9.853,0.03121
,03800,GCL TECH,New Energy Materials,33651000000,0.05343,12.136,0.0118
,02402,SINOHYTEC,New Energy Materials,5560000000,0.02518,-20.715,0.00052
,01799,XINTE ENERGY,New Energy Materials,11755000000,0.07858,2.452,0.0103
,01108,TRIUMPH NEW EN,New Energy Materials,2873000000,0.0158,6.593,0.00056
,00979,GREEN ENERGY GP,New Energy Materials,210228000,0.08333,-22.143,0.0008
,00968,XINYI SOLAR,New Energy Materials,37422000000,0.0563,8.936,0.00743
,00841,CASSAVA RES,New Energy Materials,60812000,0.20388,-0.642,0.0002
,00757,SOLARGIGA,New Energy Materials,432090000,0.0229,3.514,0.00016
,00712,COMTEC SOLAR,New Energy Materials,154749000,0.01298,3.174,0.00021
,00475,CENTRAL DEV H,New Energy Materials,263544000,0,-21.935,0
,00438,IRICO NEWENERGY,New Energy Materials,583626000,0.00602,-2.291,0.00023
,09633,NONGFU SPRING,Non-alcoholic Beverages,451546000000,0.02189,33.882,0.00133
,08241,YING KEE TEA,Non-alcoholic Beverages,66905000,0,-10.278,0
,06911,LANCANG TEA,Non-alcoholic Beverages,1055000000,0,11.94,0
,06868,TENFU,Non-alcoholic Beverages,4964000000,0.00434,21.06,0
,06683,STARPLUS LEGEND,Non-alcoholic Beverages,9983000000,0.04426,260.435,0.00298
,02555,CHABAIDAO,Non-alcoholic Beverages,16195000000,0.04909,12.879,0.00029
,02429,UBOX ONLINE,Non-alcoholic Beverages,13210000000,0.17336,-36.587,0.00526
,02218,ANDRE JUICE,Non-alcoholic Beverages,3186000000,0.08399,11.3,0.00346
,02119,TSIT WING INTL,Non-alcoholic Beverages,446854000,0,9.118,0
,01446,HUNGFOOKTONG,Non-alcoholic Beverages,114790000,0,-3.302,0
,01115,TIBET WATER,Non-alcoholic Beverages,1374000000,0.08333,-3.529,0.00038
,00756,SUMMI,Non-alcoholic Beverages,320125000,0.10112,-10.93,0.00203
,00506,CHINA FOODS,Non-alcoholic Beverages,8028000000,0.02054,8.75,0.00032
,00345,VITASOY INT'L,Non-alcoholic Beverages,6834000000,0.0155,58.981,0.00207
,00322,TINGYI,Non-alcoholic Beverages,52850000000,0.03519,15.352,0.00235
,00220,U-PRESID CHINA,Non-alcoholic Beverages,29630000000,0.06721,16.103,0.00417
,01816,CGN POWER,nuclear energy,168665000000,0.02923,14.274,0.00832
,03899,CIMC ENRIC,Oil and gas equipment and services,15780000000,0.02929,12.838,0.00051
,03337,ANTON OILFIELD,Oil and gas equipment and services,1503000000,0.02,6.944,0.00152
,03303,JUTAL OIL SER,Oil and gas equipment and services,1343000000,0.10447,4.773,0.00994
,02883,CHINA OILFIELD,Oil and gas equipment and services,36455000000,0.0221,10.961,0.01111
,02386,SINOPEC SEG,Oil and gas equipment and services,23303000000,0.02234,9.043,0.00208
,02236,WISON ENGRG,Oil and gas equipment and services,904376000,0.0881,-4.189,0.00241
,02178,PETRO-KING,Oil and gas equipment and services,122594000,0.01333,-1.651,0.0002
,01938,CHU KONG PIPE,Oil and gas equipment and services,186050000,0.04545,0.915,0.00005
,01921,DALIPAL HLDG,Oil and gas equipment and services,6972000000,0.03157,46.869,0.00121
,01251,SPT ENERGY,Oil and gas equipment and services,488444000,0.03921,27.778,0.00007
,01080,SHENGLI PIPE,Oil and gas equipment and services,143352000,0,-1.321,0
,01033,SINOPEC SSC,Oil and gas equipment and services,9872000000,0.03846,15.758,0.00117
,00934,SINOPEC KANTONS,Oil and gas equipment and services,9895000000,0.03,7.625,0.00245
,00568,SHANDONG MOLONG,Oil and gas equipment and services,773913000,0.0297,-1.237,0.00004
,00554,HANS ENERGY,Oil and gas equipment and services,1088000000,0.05555,-30.556,0.00004
,00353,ENERGY INTINV,Oil and gas equipment and services,972507000,0.13333,10.843,0.00767
,00206,CM-ENERGY,Oil and gas equipment and services,700582000,0,9.391,0
,00196,HONGHUA GROUP,Oil and gas equipment and services,813644000,0.01086,-1.915,0.00035
,80883,CNOOC-R,Oil and gas producers,1013000000000,0.02288,8.18,0
,09689,JTF INTL,Oil and gas producers,465000000,0.05882,-250,0.00076
,08631,SUN KONG HLDGS,Oil and gas producers,15600000,0.13333,-1.291,0.00255
,08536,TL NATURAL GAS,Oil and gas producers,109917000,0.01666,-4.317,0.00005
,08347,F8 ENT,Oil and gas producers,10589000,0,-2.2,0
,08270,CHINA CBM,Oil and gas producers,234270000,0,85.714,0
,08132,CENTURY EN INTL,Oil and gas producers,218252000,0,-7.364,0
,03395,JX ENERGY,Oil and gas producers,94642000,0,-0.754,0
,02728,JINTAI ENERGY H,Oil and gas producers,93555000,0.04761,-4.2,0.0004
,02012,SUNSHINE OIL,Oil and gas producers,158261000,0.11111,-1.383,0.00436
,01940,CGII HLDGS,Oil and gas producers,570000000,0,4.025,0
,01621,VICO INTL HLDGS,Oil and gas producers,70000000,0.09722,7.778,0.00241
,01555,MIE HOLDINGS,Oil and gas producers,94823000,0.03703,-0.549,0.00028
,01407,JY GAS,Oil and gas producers,180400000,0,6.613,0
,01101,HUARONG ENERGY,Oil and gas producers,186049000,0.07692,-0.32,0.00002
,00883,CNOOC,Oil and gas producers,1082000000000,0.04042,7.919,0.0024
,00857,PETROCHINA,Oil and gas producers,1406000000000,0.02307,7.901,0.00477
,00852,STRONG PETRO,Oil and gas producers,637009000,0,-6.667,0.00007
,00702,SINO OIL & GAS,Oil and gas producers,237526000,0.10294,-0.218,0.00031
,00689,EPI (HOLDINGS),Oil and gas producers,146730000,0.03571,7,0.02359
,00650,PRODUCTIVE TECH,Oil and gas producers,2146000000,0.10169,-9.667,0.00976
,00632,CHK OIL,Oil and gas producers,77453000,0,-1.559,0
,00467,UNITEDENERGY GP,Oil and gas producers,10937000000,0.33928,-6.364,0.06256
,00386,SINOPEC CORP,Oil and gas producers,590437000000,0.02429,9.168,0.00511
,00346,YANCHANG PETRO,Oil and gas producers,440041000,0,2.02,0
,00332,YUANHENG GAS,Oil and gas producers,281462000,0.15,8.6,0.00138
,00228,CHINA ENERGY,Oil and gas producers,874492000,0.0326,13.143,0.00018
,08285,SLING GROUP,Other Clothing Accessories,14000000,0.11538,-1.563,0.00074
,08269,WEALTH GLORY,Other Clothing Accessories,32957000,0,-1.276,0
,06838,WINOX,Other Clothing Accessories,444000000,0,6.981,0
,02683,WAHSUN HANDBAGS,Other Clothing Accessories,175709000,0.03529,20.476,0.0012
,02011,GILSTON GROUP,Other Clothing Accessories,1115000000,0,-16.167,0
,01962,EVERGREEN PG,Other Clothing Accessories,308156000,0,6.026,0
,01913,PRADA,Other Clothing Accessories,145853000000,0.03739,25.066,0.00113
,01910,SAMSONITE,Other Clothing Accessories,35969000000,0.02697,11.036,0.0098
,01842,GROWN UP GROUP,Other Clothing Accessories,86400000,0.02777,72,0.00012
,01731,PROSPEROUS IND,Other Clothing Accessories,750400000,0,6.442,0.00001
,01150,MILAN STATION,Other Clothing Accessories,70463000,0.075,-2.5,0.00007
,01134,KELFRED,Other Clothing Accessories,200000000,0,133.333,0.00229
,01120,ARTS OPTICAL,Other Clothing Accessories,312873000,0,6.09,0.00025
,01100,MAINLAND HOLD,Other Clothing Accessories,725288000,0,6.145,0
,01058,NAMYUE HOLDINGS,Other Clothing Accessories,161406000,0.25396,-2.419,0.00017
,01023,SITOY GROUP,Other Clothing Accessories,559949000,0.03448,2.762,0.00046
,00264,CN INT DEV CORP,Other Clothing Accessories,433339000,0,-15.441,0
,00125,SUN HING VISION,Other Clothing Accessories,170806000,0,-5.603,0.00073
,00113,DICKSON CONCEPT,Other Clothing Accessories,2334000000,0.015,6.652,0.00004
,80388,HKEX-R,Other Finance,305549000000,0.01305,28.423,0.00001
,08452,FY FINANCIAL,Other Finance,194044000,0.26923,36,0.00454
,08439,SOMERLEY CAP,Other Finance,56718000,0,-16.042,0
,08365,HATCHER GROUP,Other Finance,22265000,0,-1.61,0.00021
,08340,ZIJING INTL FIN,Other Finance,80640000,0.03973,-21.429,0.00052
,08333,ASTRUM,Other Finance,46080000,0,-4.8,0
,08193,ASIAPAC FIN INV,Other Finance,14224000,0,-0.37,0
,08168,AMASSE CAPITAL,Other Finance,74800000,0.05797,-34,0.00026
,08149,ALTUS HLDGS,Other Finance,94220000,0,9.583,0
,08072,ROMA META GROUP,Other Finance,24432000,0,-0.829,0.00002
,08030,FLYING FIN,Other Finance,101766000,0,5.455,0
,03938,LFG INV HLDGS,Other Finance,79975000,0.00518,-3.518,0.00008
,02680,INNOVAX HLDGS,Other Finance,134000000,0.21212,83.75,0.00001
,01945,ZERO2IPO,Other Finance,318180000,0.0693,17.931,0.00021
,01260,WONDERFUL SKY,Other Finance,216473000,0,7.833,0
,01073,DA YU FIN,Other Finance,227866000,0,-1.408,0.00008
,00388,HKEX,Other Finance,326341000000,0.02051,27.512,0.00361
,00188,SUNWAH KINGSWAY,Other Finance,171984000,0.00436,-2.2,0.00057
,09696,TIANQI LITHIUM,Other Metals and Minerals,38733000000,0.062,4.822,0.02886
,08331,P.B. GROUP,Other Metals and Minerals,19253000,0,-10.083,0
,08028,TIMELESS,Other Metals and Minerals,58350000,0.00578,-7.208,0.00171
,06680,JLMAG,Other Metals and Minerals,8717000000,0.01538,14.026,0.00213
,06128,GRAPHEX GROUP,Other Metals and Minerals,109439000,0.04132,-0.967,0.00054
,03993,CMOC,Other Metals and Minerals,157458000000,0.03556,17.316,0.01258
,03833,XINXIN MINING,Other Metals and Minerals,2254000000,0.03809,12.593,0.00089
,02362,JINCHUAN INTL,Other Metals and Minerals,10252000000,0.05952,-117.143,0.00213
,02326,NPE HOLDINGS,Other Metals and Minerals,295177000,0.33333,-7,0.0007
,02302,CNNC INT'L,Other Metals and Minerals,1238000000,0.02316,11.659,0.00004
,02245,LYGEND RESOURCE,Other Metals and Minerals,9725000000,0.02543,8.378,0.00001
,02237,CHINA GRAPHITE,Other Metals and Minerals,760000000,0.03157,31.667,0.00036
,02212,FB MINING,Other Metals and Minerals,202226000,0.03465,-9.143,0.00099
,01891,HENG HUP,Other Metals and Minerals,125000000,0,8.333,0
,01772,GANFENGLITHIUM,Other Metals and Minerals,34494000000,0.05222,6.273,0.02594
,01380,CHI KINGSTONE,Other Metals and Minerals,35898000,0,-0.546,0
,01205,CITIC RESOURCES,Other Metals and Minerals,3810000000,0.11235,6.929,0.00092
,01164,CGN MINING,Other Metals and Minerals,20522000000,0.06934,41.538,0.00557
,01142,E&P GLOBAL,Other Metals and Minerals,45680000,0,0.083,0
,01091,SOUTH MANGANESE,Other Metals and Minerals,1251000000,0.02702,19.211,0.00065
,00769,CHINA RAREEARTH,Other Metals and Minerals,749344000,0.01538,-3.721,0.00041
,00637,LEE KEE,Other Metals and Minerals,129285000,0.08,-2.6,0.00049
,00601,REMT,Other Metals and Minerals,85926000,0.17333,-0.203,0.05756
,00521,CWT INT'L,Other Metals and Minerals,1072000000,0.09,31.333,0.00041
,00433,NORTH MINING,Other Metals and Minerals,412884000,0.0606,-0.254,0.00007
,00235,CSC HOLDINGS,Other Metals and Minerals,448476000,0.08695,22,0.00103
,00217,CHINA CHENGTONG,Other Metals and Minerals,518923000,0.05747,7.909,0.00001
,00195,GREENTECH INTL,Other Metals and Minerals,539570000,0,7.9,0
,00166,NEWTIMES ENERGY,Other Metals and Minerals,690600000,0.09876,-4.647,0.00021
,08473,MI MING MART,Other Retailers,134400000,0.025,6.316,0.00004
,08436,TAKBO GROUP,Other Retailers,91200000,0.03636,6.162,0.00021
,08200,SAU SAN TONG,Other Retailers,40998000,0,-2.938,0.0001
,03389,HENGDELI,Other Retailers,616563000,0.08888,17.5,0.00014
,02882,HKRH,Other Retailers,161803000,0.03225,-1.802,0.00026
,02145,CHICMAX,Other Retailers,17152000000,0.05504,33.698,0.00229
,02122,KIDSLAND INTL,Other Retailers,38400000,0.09302,-0.166,0.00059
,01942,MOG DIGITECH,Other Retailers,915915000,0.05,-11.028,0.02411
,01929,CHOW TAI FOOK,Other Retailers,87093000000,0.0301,13.395,0.00197
,01815,CSMALL,Other Retailers,334226000,0.03636,-8.71,0.0003
,01466,AFFLUENTPARTNER,Other Retailers,407551000,0,46.154,0.00004
,00973,L'OCCITANE,Other Retailers,48818000000,0.00453,49.551,0.0032
,00887,EMPEROR WATCH&J,Other Retailers,1173000000,0.00568,3.932,0.00018
,00590,LUK FOOK HOLD,Other Retailers,9828000000,0.01668,7.651,0.00132
,00444,SINCEREWATCH HK,Other Retailers,66483000,0,-0.244,0.0006
,00417,TSE SUI LUEN,Other Retailers,199346000,0,-2.787,0
,00398,ORIENTAL WATCH,Other Retailers,1647000000,0.0147,5.578,0.00064
,00178,SA SA INT'L,Other Retailers,2607000000,0.04878,11.831,0.00422
,00157,NATURAL BEAUTY,Other Retailers,1001000000,0,-62.5,0
,00116,CHOW SANG SANG,Other Retailers,4979000000,0.01482,4.916,0.0015
,00104,ASIA COMM HOLD,Other Retailers,153160000,0,3.534,0
,00097,HENDERSON INV,Other Retailers,387010000,0.05384,-5.292,0
,00084,STELUX HOLDINGS,Other Retailers,107787000,0.04854,2.102,0.00046
,08483,MAX SIGHT GROUP,Other Support Services,64000000,0.09523,8,0.00004
,08472,LAPCO HOLDINGS,Other Support Services,79680000,0.04938,5.685,0.00041
,08462,OMNIBRIDGE HLDG,Other Support Services,47400000,0.03947,4.389,0.00001
,08418,OPTIMA AUTO,Other Support Services,680000000,0.025,-88.889,0.00014
,08405,HANG CHI HLDG,Other Support Services,252000000,0,10.678,0
,08320,AEC GROUP,Other Support Services,63837000,0,91,0
,08315,CEN PLAZA HOTEL,Other Support Services,104660000,0,-6.429,0
,08309,MANSHING GLOBAL,Other Support Services,33000000,0,1.17,0
,08296,SINO-LIFE GROUP,Other Support Services,78435000,0.1375,-10.375,0.00003
,08295,KINGWISOFT TECH,Other Support Services,257905000,0.11111,-0.982,0.00033
,08293,SINGASIA HLDG,Other Support Services,28080000,0,8.667,0.0003
,08283,ZHONGSHI MINAN,Other Support Services,192000000,0.42342,-48,0.00095
,08201,PPS INT'L,Other Support Services,41580000,0,-8.556,0.00014
,08067,OUC HOLDINGS,Other Support Services,62100000,0,-2.482,0
,08042,KOS INTL,Other Support Services,37600000,0,-9.4,0
,08031,ETS GROUP,Other Support Services,39023000,0,-4.889,0.00029
,06966,C WAN TONG YUAN,Other Support Services,540000000,0,28.421,0
,06959,CHANGJIU HLDGS,Other Support Services,10088000000,0.45694,89.267,0.00459
,06919,RENRUI HR,Other Support Services,797602000,0.024,17.612,0.00002
,06812,WINSON HLDGS HK,Other Support Services,150000000,0,13.889,0
,06663,IWS GROUP,Other Support Services,192800000,0,14.176,0
,06100,TONGDAO LIEPIN,Other Support Services,1214000000,0.02109,1180,0.01068
,02521,SHENGHUI CLEAN,Other Support Services,438750000,0.05454,14.211,0.00043
,02443,AUTOSTREETS,Other Support Services,8626000000,0.03838,-493.333,0.00082
,02225,JINHAI MED TECH,Other Support Services,6100000000,0.05652,-337.143,0.00044
,02189,KATO (HK) HLDGS,Other Support Services,540000000,0,4.286,0.00004
,02180,MANPOWER GRC,Other Support Services,1079000000,0,7.727,0
,02176,CCID CONSULTING,Other Support Services,602000000,0,23.889,0.00047
,02076,BOSS ZHIPIN-W,Other Support Services,70758000000,0.01286,58.339,0.00002
,01955,JOHNSON HLDGS,Other Support Services,222500000,0,7.295,0
,01939,TOKYO CHUO,Other Support Services,340000000,0,-40,0
,01650,HYGIEIA GROUP,Other Support Services,258000000,0.03875,129,0.00458
,01586,LEON INSPECTION,Other Support Services,779958000,0.00684,9.73,0.00022
,01483,NET-A-GO TECH,Other Support Services,922200000,0.05454,-26.364,0.00007
,01463,C-LINK SQ,Other Support Services,3047000000,0.09565,-353.333,0.00001
,01448,FU SHOU YUAN,Other Support Services,11507000000,0.01785,13.191,0.00178
,01397,BAGUIO GREEN,Other Support Services,265600000,0.01538,5.614,0.0008
,01328,GOLDSTREAM INV,Other Support Services,923889000,0.02739,18,0.00035
,00922,ANXIANYUAN CH,Other Support Services,359860000,0.02469,6.231,0.00038
,00500,FRONTIER SER,Other Support Services,468660000,0,9.286,0
,00309,XH NEWS MEDIA,Other Support Services,150623000,0.15068,-8.667,0.00061
,00145,CCIAM FUTURE EN,Other Support Services,32722000,0.32333,-2.608,0.19832
,82331,LI NING-R,Outfits,42282000000,0.00478,13.268,0
,82020,ANTA SPORTS-R,Outfits,206923000000,0.00674,20.213,0
,08507,I.CENTURY HLDG,Outfits,32800000,0,-6.833,0
,08456,MANSION INTL,Outfits,32363000,0,-5.464,0
,08297,OCEAN STAR TECH,Outfits,129539000,0.04878,-3.676,0.00007
,08107,VISION INT HLDG,Outfits,1010000000,0.04194,-29.603,0.0027
,08041,LUXEY INT'L,Outfits,194773000,0.01666,-121.5,0.00017
,06288,Fast Retailing,Outfits,619258000000,0.01428,38.383,0
,03998,BOSIDENG,Outfits,49008000000,0.02,20.045,0.00104
,03860,EPS HEALTH TECH,Outfits,375968000,0.01369,-8.182,0.00003
,03818,CHINA DONGXIANG,Outfits,2060000000,0.01388,15.909,0.00012
,03709,EEKA FASHION,Outfits,7407000000,0.03939,8.006,0.00331
,03398,CHINA TING,Outfits,405265000,0,-1.122,0
,03322,WIN HANVERKY,Outfits,188807000,0.09629,-0.503,0.0003
,03306,JNBY,Outfits,8051000000,0.05617,11.948,0.00264
,02368,EAGLE NICE,Outfits,2429000000,0.05591,9.211,0.00074
,02331,LI NING,Outfits,45228000000,0.04666,12.858,0.00891
,02313,SHENZHOU INTL,Outfits,119055000000,0.04071,23.677,0.00273
,02298,COSMO LADY,Outfits,476885000,0.02739,10.095,0.00012
,02232,CRYSTAL INTL,Outfits,10698000000,0.01329,8.371,0.00008
,02199,REGINA MIRACLE,Outfits,3110000000,0,8.115,0.00001
,02030,CABBEEN,Outfits,528188000,0.06493,23.235,0.00024
,02020,ANTA SPORTS,Outfits,221228000000,0.02695,19.584,0.00274
,01982,NAMESON HLDGS,Outfits,1641000000,0.06944,4.528,0.00071
,01957,MBV INTL,Outfits,420760000,0.0909,11.964,0.00363
,01906,BONNY HLDG,Outfits,414000000,0.26229,-8.214,0.01925
,01825,STERLING GP,Outfits,28320000,0.02479,1.422,0.02075
,01749,SHANSHAN,Outfits,112056000,0,3.218,0
,01682,HP LIVING TECH,Outfits,62874000,0,-16,0
